Commuting Zone,czname,ncollege,nfouryr,nfouryrpriv,npub,nelite,hascollege,Income Age 26 Slope,Income Age 26 Intercept,College Age 19 Slope,College Age 19 Intercept,Number of Children,Birth Cohort
100,Johnson City,7,5,4,3,0,1,0.30025000000000002,0.34132000000000001,0.90307000000000004,-0.017690000000000001,6341,1986
200,Morristown,3,1,1,2,0,1,0.29099999999999998,0.35138999999999998,0.80178000000000005,0.011259999999999999,2671,1986
301,Middlesborough,1,1,1,0,0,1,0.28055000000000002,0.34623999999999999,0.78158000000000005,0.038210000000000001,819,1986
302,Knoxville,6,3,2,4,0,1,0.29637000000000002,0.34460000000000002,0.90656000000000003,0.015910000000000001,8472,1986
401,Winston-Salem,6,4,2,4,1,1,0.27700000000000002,0.34372999999999998,0.73431999999999997,0.21590000000000001,5965,1986
402,Martinsville,1,0,0,1,0,1,0.34573999999999999,0.33566000000000001,0.78800999999999999,0.11441999999999999,1141,1986
500,Greensboro,14,8,6,8,1,1,0.33019999999999999,0.31559999999999999,0.77290999999999999,0.17404,12467,1986
601,North Wilkesboro,1,0,0,1,0,1,0.33767000000000003,0.34681000000000001,0.79574,0.19419,972,1986
602,Galax,0,0,0,0,0,0,0.35093999999999997,0.38122,0.96621000000000001,0.060589999999999998,622,1986
700,Spartanburg,5,3,3,1,1,1,0.31226999999999999,0.33289999999999997,0.77705999999999997,0.16688,4253,1986
800,Gastonia,5,2,2,3,0,1,0.33966000000000002,0.33035999999999999,0.78512000000000004,0.15307999999999999,5280,1986
900,Charlotte,12,7,5,6,1,1,0.30829000000000001,0.32713999999999999,0.76873000000000002,0.14543,17865,1986
1001,Boone,3,2,1,2,0,1,0.26926,0.35419,0.83540000000000003,0.11672,813,1986
1002,Morganton,2,0,0,2,0,1,0.35122999999999999,0.33633999999999997,0.79469000000000001,0.15470999999999999,1853,1986
1100,Hickory,4,1,1,3,0,1,0.31107000000000001,0.34373999999999999,0.79215000000000002,0.14047999999999999,4426,1986
1201,Franklin,0,0,0,0,0,0,0.26544000000000001,0.37813000000000002,0.86936999999999998,0.072730000000000003,453,1986
1202,Sylva,2,1,0,2,0,1,0.19639999999999999,0.40838999999999998,0.71164000000000005,0.21293999999999999,555,1986
1203,Asheville,7,4,3,4,0,1,0.28875000000000001,0.35034999999999999,0.79493000000000003,0.14363000000000001,4248,1986
1204,Andrews,2,1,1,1,0,1,0.24123,0.38612999999999997,0.62417999999999996,0.18689,591,1986
1301,Bennettsville,1,0,0,1,0,1,0.42442999999999997,0.27556999999999998,0.78993999999999998,0.14224999999999999,1022,1986
1302,Florence,6,3,1,5,0,1,0.31857000000000002,0.31047000000000002,0.77244999999999997,0.15704000000000001,7158,1986
1400,Fayetteville,8,3,1,7,0,1,0.29194999999999999,0.31474999999999997,0.68989999999999996,0.21809999999999999,8957,1986
1500,Wilmington,5,1,0,5,0,1,0.28437000000000001,0.31777,0.68520999999999999,0.22961999999999999,4052,1986
1600,Wilson,5,2,2,3,0,1,0.35431000000000001,0.29366999999999999,0.73380999999999996,0.19384000000000001,2927,1986
1701,Raleigh,15,10,6,8,2,1,0.28974,0.33240999999999998,0.75827999999999995,0.19883999999999999,16251,1986
1702,Henderson,1,0,0,1,0,1,0.34190999999999999,0.29748000000000002,0.55542999999999998,0.23837,835,1986
1800,Goldsboro,4,1,1,3,0,1,0.31511,0.33202999999999999,0.67403000000000002,0.24934999999999999,2728,1986
1900,Jacksonville,6,1,0,6,0,1,0.29354000000000002,0.33607999999999999,0.71055000000000001,0.21265000000000001,6588,1986
2000,Virginia Beach,8,5,1,5,0,1,0.29320000000000002,0.33348,0.75234999999999996,0.092160000000000006,15904,1986
2100,Washington,2,0,0,2,0,1,0.32217000000000001,0.31669000000000003,0.65995000000000004,0.26618999999999998,1524,1986
2200,South Boston,3,2,1,2,0,1,0.33100000000000002,0.33746999999999999,0.86373999999999995,0.04759,1842,1986
2300,Lynchburg,3,2,2,1,0,1,0.36159000000000002,0.32751000000000002,0.92083000000000004,0.041110000000000001,2852,1986
2400,Richmond,8,4,2,5,1,1,0.32656000000000002,0.32034000000000001,0.83426,0.074469999999999995,14039,1986
2500,Newport News,6,3,1,5,1,1,0.31252999999999997,0.33817000000000003,0.76305000000000001,0.10644000000000001,8088,1986
2600,Roanoke Rapids,2,0,0,2,0,1,0.38815,0.29109000000000002,0.75278,0.22059999999999999,1957,1986
2700,Gulfport,2,0,0,2,0,1,0.28055999999999998,0.35826999999999998,0.75580000000000003,0.057779999999999998,6188,1986
2800,Laurel,1,0,0,1,0,1,0.34786,0.3765,0.75058999999999998,0.018319999999999999,1512,1986
2900,Hattiesburg,2,2,1,1,0,1,0.30409999999999998,0.35515000000000002,0.74707000000000001,0.055789999999999999,2214,1986
3001,Kosciusko,1,0,0,1,0,1,0.36697999999999997,0.29105999999999999,0.54981000000000002,0.12361999999999999,646,1986
3002,Yazoo City,0,0,0,0,0,0,0.41342000000000001,0.27272000000000002,0.74792999999999998,0.14526,612,1986
3003,Jackson,8,4,3,3,0,1,0.33698,0.30919999999999997,0.74546999999999997,0.14577999999999999,7767,1986
3101,McComb,1,0,0,1,0,1,0.30042000000000002,0.36465999999999998,0.66591,0.19649,1443,1986
3102,Brookhaven,0,0,0,0,0,0,0.42871999999999999,0.33405000000000001,0.67515000000000003,0.22669,650,1986
3201,Jena,0,0,0,0,0,0,0.37104999999999999,0.42647000000000002,0.53793999999999997,0.15107000000000001,366,1986
3202,Natchez,0,0,0,0,0,0,0.34062999999999999,0.33361000000000002,0.71067999999999998,0.18376999999999999,999,1986
3203,Vicksburg,0,0,0,0,0,0,0.36370000000000002,0.28223999999999999,0.68425000000000002,0.16145000000000001,1199,1986
3300,New Orleans,9,6,4,4,1,1,0.27457999999999999,0.33549000000000001,0.75251000000000001,0.13704,20091,1986
3400,Houma,1,1,0,1,0,1,0.31697999999999998,0.39251999999999998,0.67803000000000002,0.12511,4198,1986
3500,Baton Rouge,7,4,1,5,0,1,0.31994,0.34633999999999998,0.65407999999999999,0.13603000000000001,11765,1986
3600,Alexandria,1,1,1,0,0,1,0.33437,0.35139999999999999,0.78576999999999997,0.092130000000000004,2746,1986
3700,Lake Charles,1,1,0,1,0,1,0.26674999999999999,0.39526,0.75919000000000003,0.10586,4862,1986
3800,Lafayette,1,1,0,1,0,1,0.30641000000000002,0.37824000000000002,0.69416999999999995,0.14046,8458,1986
3901,Monroe,1,1,0,1,0,1,0.32935999999999999,0.3372,0.65636000000000005,0.079269999999999993,3823,1986
3902,Lake Providence,0,0,0,0,0,0,0.49603000000000003,0.31308000000000002,0.52512000000000003,0.065769999999999995,339,1986
4001,Magnolia,1,1,0,1,0,1,0.44224999999999998,0.30826999999999999,0.72719999999999996,0.19164999999999999,481,1986
4002,Shreveport,4,3,1,3,0,1,0.34276000000000001,0.32172000000000001,0.80222000000000004,0.069129999999999997,7350,1986
4003,Ruston,2,2,0,2,0,1,0.36873,0.33106000000000002,0.87970000000000004,0.05552,958,1986
4004,Many,0,0,0,0,0,0,0.59392,0.32340999999999998,0.62399000000000004,0.085370000000000001,303,1986
4101,Crossett,0,0,0,0,0,0,0.32639000000000001,0.3412,0.59216000000000002,0.20039000000000001,327,1986
4102,Pine Bluff,3,2,0,3,0,1,0.35558000000000001,0.31123000000000001,0.60496000000000005,0.22839000000000001,2308,1986
4103,El Dorado,1,0,0,1,0,1,0.36022999999999999,0.35309000000000001,0.71470999999999996,0.12745000000000001,1269,1986
4200,Little Rock,7,4,2,4,1,1,0.30667,0.34317999999999999,0.72385999999999995,0.15081,8355,1986
4301,Stuttgart,0,0,0,0,0,0,0.3417,0.36298999999999998,0.93266000000000004,0.10147,541,1986
4302,Searcy,2,1,1,1,0,1,0.30195,0.39468999999999999,0.75910999999999995,0.14874000000000001,1225,1986
4401,London,2,2,2,0,0,1,0.25577,0.34749999999999998,0.79471999999999998,0.031280000000000002,1742,1986
4402,Richmond,1,1,0,1,0,1,0.28489999999999999,0.34743000000000002,0.80818000000000001,0.019189999999999999,1290,1986
4501,West Liberty,0,0,0,0,0,0,0.28455000000000003,0.34523999999999999,0.78841000000000006,0.067379999999999995,516,1986
4502,Hazard,0,0,0,0,0,0,0.24374000000000001,0.39015,0.67750999999999995,0.0078499999999999993,1450,1986
4601,Campbellsville,2,2,2,0,0,1,0.29036000000000001,0.38929999999999998,0.81077999999999995,0.16450000000000001,908,1986
4602,Somerset,0,0,0,0,0,0,0.30997000000000002,0.34710000000000002,0.82981000000000005,-0.01272,1450,1986
4701,Greenwood,1,1,0,1,0,1,0.43552000000000002,0.25823000000000002,0.70760000000000001,0.084699999999999998,1183,1986
4702,Clarksdale,1,1,0,1,0,1,0.33954000000000001,0.29838999999999999,0.81552999999999998,0.0058199999999999997,2044,1986
4800,Greenville,2,1,0,2,0,1,0.38174000000000002,0.25907999999999998,0.71704000000000001,0.058270000000000002,2369,1986
4901,Jackson,4,2,2,2,0,1,0.36219000000000001,0.31846999999999998,0.88436999999999999,0.085339999999999999,2556,1986
4902,Dyersburg,1,0,0,1,0,1,0.39740999999999999,0.31591000000000002,0.82223999999999997,0.06055,1211,1986
4903,Lexington,0,0,0,0,0,0,0.26097999999999999,0.38338,0.84991000000000005,0.11174000000000001,498,1986
5000,Tupelo,1,0,0,1,0,1,0.34714,0.34425,0.62929000000000002,0.047879999999999999,2981,1986
5100,Corinth,1,0,0,1,0,1,0.34721000000000002,0.35755999999999999,0.76783999999999997,0.063130000000000006,1453,1986
5201,New Albany,0,0,0,0,0,0,0.33617000000000002,0.38974999999999999,0.70504999999999995,0.057329999999999999,693,1986
5202,Memphis,7,4,3,4,1,1,0.32302999999999998,0.29914000000000002,0.78222999999999998,0.079490000000000005,16672,1986
5300,West Memphis,3,0,0,3,0,1,0.37979000000000002,0.29813000000000001,0.68986000000000003,0.12548000000000001,2174,1986
5401,Bowling Green,1,1,0,1,0,1,0.29103000000000001,0.36303999999999997,0.86338000000000004,0.10236000000000001,1931,1986
5402,Glasgow,0,0,0,0,0,0,0.31423000000000001,0.37419999999999998,0.74848000000000003,0.13908999999999999,1094,1986
5500,Columbia,2,1,1,1,0,1,0.31368000000000001,0.34727000000000002,0.77778999999999998,0.025010000000000001,2118,1986
5600,Nashville,11,7,5,4,1,1,0.26943,0.35981999999999997,0.79705000000000004,0.092340000000000005,15368,1986
5700,Tullahoma,3,1,1,2,1,1,0.30402000000000001,0.37520999999999999,0.85665000000000002,-0.00035,1564,1986
5800,Dickson,2,1,1,1,0,1,0.29943999999999998,0.36986999999999998,0.73555999999999999,0.12238,1778,1986
5900,Clarksville,1,1,0,1,0,1,0.30599999999999999,0.34072999999999998,0.72211999999999998,0.089529999999999998,3293,1986
6000,Huntsville,3,2,0,3,0,1,0.26388,0.36614000000000002,0.81925000000000003,0.087940000000000004,6744,1986
6100,Gadsden,3,0,0,3,0,1,0.29515999999999998,0.37752999999999998,0.85824999999999996,-0.0064200000000000004,3745,1986
6200,Florence,2,1,0,2,0,1,0.30840000000000001,0.37823000000000001,0.91281000000000001,0.025389999999999999,2908,1986
6301,McMinnville,0,0,0,0,0,0,0.33767000000000003,0.35405999999999999,0.77988000000000002,0.041309999999999999,1014,1986
6302,Cookeville,1,1,0,1,0,1,0.28644999999999998,0.36814999999999998,0.88934999999999997,0.05738,1140,1986
6401,Chattanooga,3,2,2,1,0,1,0.27997,0.34370000000000001,0.78071999999999997,0.10674,6040,1986
6402,Crossville,1,1,1,0,0,1,0.30531999999999998,0.37716,0.79905999999999999,0.057160000000000002,1172,1986
6501,Ellijay,0,0,0,0,0,0,0.27972000000000002,0.36441000000000001,0.55581999999999998,0.045199999999999997,460,1986
6502,Cleveland,3,2,2,1,0,1,0.27550999999999998,0.36997000000000002,0.78539000000000003,0.077770000000000006,2333,1986
6600,Rome,4,3,2,2,0,1,0.27872000000000002,0.35165000000000002,0.71235000000000004,0.020449999999999999,5276,1986
6700,Tampa,12,8,5,6,0,1,0.25413000000000002,0.33328999999999998,0.76032,0.078909999999999994,24887,1986
6800,Lakeland,6,5,3,3,0,1,0.30246000000000001,0.3291,0.75695999999999997,0.044080000000000001,7316,1986
6900,Sarasota,2,2,1,1,0,1,0.22306000000000001,0.36123,0.71772000000000002,0.12992000000000001,6956,1986
7000,Miami,14,11,6,5,1,1,0.16974,0.37714999999999999,0.62141999999999997,0.24998000000000001,45895,1986
7100,Port St. Lucie,7,5,2,3,0,1,0.2253,0.34982000000000002,0.65332999999999997,0.16908000000000001,16646,1986
7200,Cape Coral,7,4,1,4,0,1,0.23296,0.35603000000000001,0.66363000000000005,0.09257,6145,1986
7300,Palm Bay,2,2,1,1,0,1,0.22556999999999999,0.34997,0.70886000000000005,0.13618,6929,1986
7400,Orlando,12,8,2,5,1,1,0.24388000000000001,0.34378999999999998,0.70172999999999996,0.13869000000000001,21283,1986
7500,Deltona,5,5,3,2,0,1,0.24077999999999999,0.33673999999999998,0.73801000000000005,0.071470000000000006,6195,1986
7600,Jacksonville,4,4,2,2,0,1,0.27709,0.32726,0.73234999999999995,0.086360000000000006,16594,1986
7700,Lake City,2,1,0,2,0,1,0.34809000000000001,0.32063999999999998,0.64936000000000005,0.02027,1913,1986
7800,Ocala,1,1,0,1,0,1,0.27339999999999998,0.32895999999999997,0.67857999999999996,0.11139,4014,1986
7900,Gainesville,2,2,0,2,1,1,0.24237,0.33254,0.71480999999999995,0.13644000000000001,3674,1986
8000,Sumter,1,0,0,1,0,1,0.31606000000000001,0.31829000000000002,0.75268000000000002,0.12917999999999999,3047,1986
8100,Columbia,8,6,4,4,0,1,0.30658999999999997,0.32355,0.78025999999999995,0.17427000000000001,9303,1986
8201,Barnwell,0,0,0,0,0,0,0.36602000000000001,0.30001,0.82235999999999998,0.11388,1129,1986
8202,Charleston,4,3,1,3,0,1,0.27757999999999999,0.33709,0.69913999999999998,0.16314999999999999,8014,1986
8300,Greenville,11,8,6,5,2,1,0.29218,0.34661999999999998,0.78420999999999996,0.14656,10801,1986
8401,Aiken,3,1,1,2,0,1,0.30925000000000002,0.30775999999999998,0.78956999999999999,0.075249999999999997,7645,1986
8402,Washington,0,0,0,0,0,0,0.34639999999999999,0.29897000000000001,0.76232,0.068239999999999995,458,1986
8501,Fitzgerald,0,0,0,0,0,0,0.33102999999999999,0.33101000000000003,0.88492999999999999,0.026919999999999999,412,1986
8502,Cordele,0,0,0,0,0,0,0.33069999999999999,0.30670999999999998,0.65737999999999996,0.076520000000000005,659,1986
8503,Valdosta,3,2,0,3,0,1,0.31680999999999998,0.31112000000000001,0.78447999999999996,0.056500000000000002,3418,1986
8601,Waycross,2,1,0,2,0,1,0.33900000000000002,0.32416,0.77236000000000005,0.059470000000000002,1536,1986
8602,Brunswick,1,1,0,1,0,1,0.2757,0.31836999999999999,0.65571999999999997,0.12601999999999999,1222,1986
8701,Hinesville,1,0,0,1,0,1,0.31559999999999999,0.31333,0.71021000000000001,0.055199999999999999,1929,1986
8702,Statesboro,3,2,0,3,0,1,0.35566999999999999,0.29476000000000002,0.79718,0.077789999999999998,1370,1986
8800,Savannah,4,3,1,3,0,1,0.29122999999999999,0.32038,0.67769999999999997,0.078109999999999999,5644,1986
8900,Macon,4,3,1,3,0,1,0.31641999999999998,0.31479000000000001,0.72506999999999999,0.091859999999999997,5503,1986
9001,Vidalia,2,1,1,1,0,1,0.30946000000000001,0.34267999999999998,0.71460999999999997,0.083729999999999999,1371,1986
9002,Milledgeville,2,1,0,2,0,1,0.32618999999999998,0.29687000000000002,0.73150999999999999,0.086120000000000002,991,1986
9003,Dublin,0,0,0,0,0,0,0.38530999999999999,0.28206999999999999,0.84213000000000005,0.039640000000000002,1042,1986
9100,Atlanta,20,13,7,11,3,1,0.2676,0.32230999999999999,0.68996999999999997,0.12565000000000001,38365,1986
9200,Griffin,1,1,0,1,0,1,0.32483000000000001,0.31231999999999999,0.60377999999999998,0.054859999999999999,1833,1986
9301,Winder,2,1,0,2,1,1,0.24165,0.33089000000000002,0.81584999999999996,0.02247,2177,1986
9302,Toccoa,1,1,1,0,0,1,0.36408000000000001,0.32291999999999998,0.84579000000000004,-0.0089999999999999993,1114,1986
9400,Gainesville,6,4,3,3,0,1,0.25157000000000002,0.38149,0.72058999999999995,0.044220000000000002,3139,1986
9500,Talladega,0,0,0,0,0,0,0.33149000000000001,0.33815000000000001,0.68674999999999997,0.027230000000000001,1895,1986
9600,LaGrange,5,3,1,4,0,1,0.30480000000000002,0.34741,0.73050999999999999,0.042189999999999998,6329,1986
9701,Columbus,3,1,0,3,0,1,0.25387999999999999,0.33953,0.74099999999999999,0.050290000000000001,4403,1986
9702,Americus,2,1,0,2,0,1,0.38512999999999997,0.31136999999999998,0.45029000000000002,0.070129999999999998,753,1986
9800,Auburn,2,2,1,1,0,1,0.30419000000000002,0.32285000000000003,0.84114999999999995,0.05747,1669,1986
9900,Tallahassee,5,3,0,5,0,1,0.24209,0.32393,0.87402999999999997,-0.00139,5147,1986
10000,Panama City,1,1,0,1,0,1,0.27898000000000001,0.34727999999999998,0.75241000000000002,0.024320000000000001,2296,1986
10101,Bainbridge,1,0,0,1,0,1,0.31419000000000002,0.32566000000000001,0.51259999999999994,0.37634000000000001,618,1986
10102,Thomasville,1,0,0,1,0,1,0.35221999999999998,0.30185000000000001,0.82759000000000005,0.057239999999999999,977,1986
10200,Albany,3,1,0,3,0,1,0.33150000000000002,0.27853,0.70576000000000005,0.089029999999999998,2564,1986
10301,Eufaula,0,0,0,0,0,0,0.43147000000000002,0.27528999999999998,0.86141999999999996,0.088929999999999995,808,1986
10302,Dothan,2,0,0,2,0,1,0.30748999999999999,0.35615000000000002,0.86277999999999999,0.059429999999999997,3149,1986
10400,Meridian,3,0,0,3,0,1,0.38192999999999999,0.31546000000000002,0.65276999999999996,0.082680000000000003,2148,1986
10501,Columbus,1,1,0,1,0,1,0.35211999999999999,0.30584,0.65090999999999999,0.22448000000000001,1415,1986
10502,Starkville,1,1,0,1,0,1,0.39461000000000002,0.28144000000000002,0.68235999999999997,0.14130000000000001,1296,1986
10600,Jasper,1,0,0,1,0,1,0.29502,0.39171,0.84631000000000001,0.0072899999999999996,2112,1986
10700,Birmingham,7,5,2,4,0,1,0.29475000000000001,0.34853000000000001,0.85458999999999996,0.057570000000000003,13510,1986
10801,Tuscaloosa,3,2,1,2,0,1,0.34926000000000001,0.32139000000000001,0.85951,0.10256999999999999,3549,1986
10802,Demopolis,1,1,0,1,0,1,0.35937999999999998,0.31641000000000002,0.79232999999999998,0.13605,947,1986
10900,Pensacola,3,3,0,3,0,1,0.25680999999999998,0.35231000000000001,0.77151000000000003,0.066129999999999994,8144,1986
11001,Mobile,5,3,2,3,0,1,0.31163999999999997,0.34234999999999999,0.80061000000000004,0.05033,8610,1986
11002,Atmore,3,0,0,3,0,1,0.31246000000000002,0.34869,0.72841999999999996,0.02614,1084,1986
11101,Montgomery,4,3,2,2,0,1,0.33787,0.31373000000000001,0.83892,0.052729999999999999,5350,1986
11102,Troy,2,1,0,2,0,1,0.38195000000000001,0.34944999999999998,0.79017000000000004,0.076520000000000005,1055,1986
11201,Bluefield,4,2,0,4,0,1,0.27939999999999998,0.40348000000000001,0.75563000000000002,0.056050000000000003,2110,1986
11202,Welch,0,0,0,0,0,0,0.30085000000000001,0.42460999999999999,0.52903,0.089410000000000003,586,1986
11203,Big Stone Gap,2,1,0,2,0,1,0.29338999999999998,0.38152999999999998,0.85757000000000005,-1.0000000000000001e-005,975,1986
11301,Fredericksburg,1,1,0,1,0,1,0.31125000000000003,0.3448,0.74848999999999999,0.055550000000000002,3543,1986
11302,Baltimore,14,8,8,5,3,1,0.33840999999999999,0.32357000000000002,0.80827000000000004,0.076130000000000003,33802,1986
11303,Colonial Beach,0,0,0,0,0,0,0.29483999999999999,0.35432000000000002,0.80962000000000001,0.064019999999999994,711,1986
11304,Washington DC,22,16,10,9,4,1,0.24556,0.37801000000000001,0.67930000000000001,0.21859999999999999,55935,1986
11401,Marquette,2,1,0,2,0,1,0.24299000000000001,0.39368999999999998,0.79322000000000004,0.16880999999999999,1597,1986
